N,tau,maneuver,max_g,png_hit_rate,ppo_hit_rate,png_n_hits,ppo_n_hits,png_miss_mean,ppo_miss_mean,png_miss_std,ppo_miss_std,png_time_mean,ppo_time_mean,png_energy_mean,ppo_energy_mean
6.0000,0.1000,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4282,6.4301,3113.0670,2092.6707
6.0000,0.1000,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4337,6.4352,6355.3328,3679.7849
6.0000,0.1000,sine,7,0.6800,0.9400,34,47,0.2090,0.0377,0.3109,0.1518,6.4430,6.4442,10338.8214,5754.7659
6.0000,0.1000,sine,10,0.3400,0.7400,17,37,0.6176,0.2319,0.5146,0.4212,6.4632,6.4644,16745.4487,9366.9633
6.0000,0.1000,sine,12,0.3600,0.6000,18,30,0.8251,0.4587,0.7288,0.6273,6.4806,6.4817,21522.9610,11995.2604
6.0000,0.1000,sine,15,0.2600,0.4000,13,20,1.2305,0.9212,1.0296,0.9503,6.5119,6.5128,27835.9705,15567.5569
6.0000,0.1000,sine,18,0.2200,0.2800,11,14,1.6843,1.4554,1.3766,1.3243,6.5482,6.5489,33556.3396,18797.9512
6.0000,0.1000,sine,20,0.1800,0.2400,9,12,2.0537,1.8188,1.6160,1.5860,6.5745,6.5752,36355.4670,20872.7566
6.0000,0.1500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4275,6.4299,301.5140,1140.9148
6.0000,0.1500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1761,7.1670,3585.3340,3188.7561
6.0000,0.1500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2181,7.1974,9107.1000,5152.5992
6.0000,0.1500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1663,7.1440,16908.2235,7830.9788
6.0000,0.1500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1549,7.1346,32227.6198,14017.1100
6.0000,0.1500,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1707,7.1519,44654.4981,18937.9541
6.0000,0.1500,step,15,0.5800,1.0000,29,50,0.3651,0.0000,0.4509,0.0000,7.1462,7.1291,70811.3251,27747.6991
6.0000,0.1500,step,18,0.0200,0.9000,1,45,3.4886,0.0586,1.7158,0.1762,7.1540,7.1416,93698.1745,37844.1458
6.0000,0.1500,step,20,0.0000,0.6600,0,33,7.9010,0.4080,2.6445,0.5974,7.1362,7.1304,100701.1344,46049.5885
6.0000,0.1500,sine,3,0.9800,1.0000,49,50,0.0102,0.0000,0.0713,0.0000,6.4285,6.4301,3487.0438,2092.6707
6.0000,0.1500,sine,5,0.5200,1.0000,26,50,0.3452,0.0000,0.3734,0.0000,6.4340,6.4352,6773.6614,3679.7849
6.0000,0.1500,sine,7,0.2200,0.9400,11,47,0.8167,0.0377,0.5293,0.1518,6.4428,6.4442,10605.1100,5754.7659
6.0000,0.1500,sine,10,0.1800,0.7400,9,37,1.4619,0.2319,0.9555,0.4212,6.4624,6.4644,16645.2479,9366.9633
6.0000,0.1500,sine,12,0.1200,0.6000,6,30,2.0669,0.4587,1.1610,0.6273,6.4794,6.4817,19834.9884,11995.2604
6.0000,0.1500,sine,15,0.1000,0.4000,5,20,2.9722,0.9212,1.6542,0.9503,6.5100,6.5128,24178.1960,15567.5569
6.0000,0.1500,sine,18,0.0400,0.2800,2,14,3.8205,1.4554,2.0779,1.3243,6.5457,6.5489,27921.8792,18797.9512
6.0000,0.1500,sine,20,0.0400,0.2400,2,12,4.2102,1.8188,2.4564,1.5860,6.5719,6.5752,30424.7618,20872.7566
6.0000,0.2000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4276,6.4299,305.8874,1140.9148
6.0000,0.2000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1767,7.1670,3699.9134,3188.7561
6.0000,0.2000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2195,7.1974,9605.8999,5152.5992
6.0000,0.2000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1683,7.1440,18563.7084,7830.9788
6.0000,0.2000,step,10,0.9600,1.0000,48,50,0.0212,0.0000,0.1038,0.0000,7.1580,7.1346,37690.4792,14017.1100
6.0000,0.2000,step,12,0.7200,1.0000,36,50,0.2666,0.0000,0.4651,0.0000,7.1743,7.1519,55105.6011,18937.9541
6.0000,0.2000,step,15,0.0000,1.0000,0,50,4.5749,0.0000,1.7744,0.0000,7.1452,7.1291,82777.9760,27747.6991
6.0000,0.2000,step,18,0.0200,0.9000,1,45,10.5939,0.0586,5.4627,0.1762,7.1471,7.1416,96032.2717,37844.1458
6.0000,0.2000,step,20,0.0000,0.6600,0,33,16.9940,0.4080,5.2782,0.5974,7.1226,7.1304,92956.3266,46049.5885
6.0000,0.2000,sine,3,0.7400,1.0000,37,50,0.1487,0.0000,0.2519,0.0000,6.4288,6.4301,3369.7223,2092.6707
6.0000,0.2000,sine,5,0.3200,1.0000,16,50,0.6550,0.0000,0.5198,0.0000,6.4338,6.4352,6584.3535,3679.7849
6.0000,0.2000,sine,7,0.1000,0.9400,5,47,1.3104,0.0377,0.7179,0.1518,6.4424,6.4442,9594.3614,5754.7659
6.0000,0.2000,sine,10,0.0600,0.7400,3,37,2.3302,0.2319,1.3411,0.4212,6.4615,6.4644,14043.7577,9366.9633
6.0000,0.2000,sine,12,0.0600,0.6000,3,30,2.9388,0.4587,1.9686,0.6273,6.4783,6.4817,16966.9480,11995.2604
6.0000,0.2000,sine,15,0.0800,0.4000,4,20,3.8291,0.9212,2.8305,0.9503,6.5088,6.5128,20443.7349,15567.5569
6.0000,0.2000,sine,18,0.0200,0.2800,1,14,4.9475,1.4554,3.2700,1.3243,6.5439,6.5489,22620.3024,18797.9512
6.0000,0.2000,sine,20,0.0000,0.2400,0,12,5.4937,1.8188,3.5743,1.5860,6.5698,6.5752,24053.4572,20872.7566
6.0000,0.3000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4277,6.4299,315.6275,1140.9148
6.0000,0.3000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1783,7.1670,3987.9742,3188.7561
6.0000,0.3000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2224,7.1974,10936.8390,5152.5992
6.0000,0.3000,step,7,0.7800,1.0000,39,50,0.1399,0.0000,0.2650,0.0000,7.1733,7.1440,23260.6600,7830.9788
6.0000,0.3000,step,10,0.2000,1.0000,10,50,1.8666,0.0000,1.6011,0.0000,7.1634,7.1346,56155.1950,14017.1100
6.0000,0.3000,step,12,0.0200,1.0000,1,50,7.6996,0.0000,3.5567,0.0000,7.1730,7.1519,75338.9809,18937.9541
6.0000,0.3000,step,15,0.0200,1.0000,1,50,17.3335,0.0000,8.0418,0.0000,7.1315,7.1291,83049.5129,27747.6991
6.0000,0.3000,step,18,0.0000,0.9000,0,45,24.1580,0.0586,9.9194,0.1762,7.1260,7.1416,80766.9134,37844.1458
6.0000,0.3000,step,20,0.0000,0.6600,0,33,23.7057,0.4080,11.5990,0.5974,7.1055,7.1304,72731.9315,46049.5885
6.0000,0.3000,sine,3,0.6200,1.0000,31,50,0.3416,0.0000,0.4651,0.0000,6.4288,6.4301,2719.4978,2092.6707
6.0000,0.3000,sine,5,0.2400,1.0000,12,50,1.0870,0.0000,0.8574,0.0000,6.4336,6.4352,4670.7968,3679.7849
6.0000,0.3000,sine,7,0.0600,0.9400,3,47,1.9960,0.0377,1.3406,0.1518,6.4416,6.4442,6503.2311,5754.7659
6.0000,0.3000,sine,10,0.0200,0.7400,1,37,3.3755,0.2319,2.2509,0.4212,6.4600,6.4644,9074.8084,9366.9633
6.0000,0.3000,sine,12,0.0400,0.6000,2,30,4.1708,0.4587,2.9335,0.6273,6.4765,6.4817,10855.7090,11995.2604
6.0000,0.3000,sine,15,0.0400,0.4000,2,20,5.2730,0.9212,3.7572,0.9503,6.5065,6.5128,12763.6511,15567.5569
6.0000,0.3000,sine,18,0.0400,0.2800,2,14,5.8585,1.4554,4.4827,1.3243,6.5423,6.5489,14725.1454,18797.9512
6.0000,0.3000,sine,20,0.0200,0.2400,1,12,6.1388,1.8188,4.8006,1.5860,6.5685,6.5752,15672.8011,20872.7566
6.0000,0.4000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4280,6.4299,330.0856,1140.9148
6.0000,0.4000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1799,7.1670,4357.8689,3188.7561
6.0000,0.4000,step,5,0.8400,1.0000,42,50,0.0985,0.0000,0.2279,0.0000,7.2258,7.1974,12929.0336,5152.5992
6.0000,0.4000,step,7,0.3600,1.0000,18,50,0.9610,0.0000,0.8934,0.0000,7.1781,7.1440,32402.3951,7830.9788
6.0000,0.4000,step,10,0.0000,1.0000,0,50,10.6054,0.0000,4.8934,0.0000,7.1589,7.1346,67673.7907,14017.1100
6.0000,0.4000,step,12,0.0000,1.0000,0,50,22.2569,0.0000,8.8065,0.0000,7.1527,7.1519,72966.2569,18937.9541
6.0000,0.4000,step,15,0.0000,1.0000,0,50,27.6109,0.0000,12.4538,0.0000,7.1142,7.1291,70693.0405,27747.6991
6.0000,0.4000,step,18,0.0000,0.9000,0,45,31.4555,0.0586,12.1182,0.1762,7.1054,7.1416,59935.2585,37844.1458
6.0000,0.4000,step,20,0.0200,0.6600,1,33,25.3233,0.4080,12.1781,0.5974,7.0977,7.1304,54884.3198,46049.5885
6.0000,0.4000,sine,3,0.5400,1.0000,27,50,0.4830,0.0000,0.5783,0.0000,6.4288,6.4301,2119.8730,2092.6707
6.0000,0.4000,sine,5,0.2400,1.0000,12,50,1.2225,0.0000,1.1421,0.0000,6.4334,6.4352,3531.3863,3679.7849
6.0000,0.4000,sine,7,0.1800,0.9400,9,47,2.0148,0.0377,1.8373,0.1518,6.4414,6.4442,4886.5485,5754.7659
6.0000,0.4000,sine,10,0.0200,0.7400,1,37,3.4191,0.2319,2.7853,0.4212,6.4599,6.4644,6521.0670,9366.9633
6.0000,0.4000,sine,12,0.0200,0.6000,1,30,4.3191,0.4587,3.4525,0.6273,6.4761,6.4817,7517.9532,11995.2604
6.0000,0.4000,sine,15,0.0200,0.4000,1,20,5.4669,0.9212,4.3503,0.9503,6.5060,6.5128,8727.9069,15567.5569
6.0000,0.4000,sine,18,0.0400,0.2800,2,14,6.1876,1.4554,5.0188,1.3243,6.5415,6.5489,9705.1436,18797.9512
6.0000,0.4000,sine,20,0.0600,0.2400,3,12,6.3047,1.8188,5.3326,1.5860,6.5680,6.5752,10621.5772,20872.7566
6.0000,0.5000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4281,6.4299,352.0426,1140.9148
6.0000,0.5000,step,3,0.9800,1.0000,49,50,0.0208,0.0000,0.1453,0.0000,7.1816,7.1670,4848.0375,3188.7561
6.0000,0.5000,step,5,0.6000,1.0000,30,50,0.5082,0.0000,0.7174,0.0000,7.2291,7.1974,15952.6033,5152.5992
6.0000,0.5000,step,7,0.0200,1.0000,1,50,3.7171,0.0000,2.1612,0.0000,7.1807,7.1440,43392.0221,7830.9788
6.0000,0.5000,step,10,0.0200,1.0000,1,50,23.9536,0.0000,9.5730,0.0000,7.1407,7.1346,63986.9921,14017.1100
6.0000,0.5000,step,12,0.0000,1.0000,0,50,30.7368,0.0000,14.5277,0.0000,7.1356,7.1519,66046.7214,18937.9541
6.0000,0.5000,step,15,0.0000,1.0000,0,50,33.1684,0.0000,16.3783,0.0000,7.0983,7.1291,57648.6595,27747.6991
6.0000,0.5000,step,18,0.0000,0.9000,0,45,32.7291,0.0586,14.7046,0.1762,7.0952,7.1416,45434.8874,37844.1458
6.0000,0.5000,step,20,0.0200,0.6600,1,33,25.4420,0.4080,12.2953,0.5974,7.0930,7.1304,41146.2367,46049.5885
6.0000,0.5000,sine,3,0.5400,1.0000,27,50,0.5209,0.0000,0.7004,0.0000,6.4289,6.4301,1662.9578,2092.6707
6.0000,0.5000,sine,5,0.3400,1.0000,17,50,1.1760,0.0000,1.3409,0.0000,6.4335,6.4352,2841.2479,3679.7849
6.0000,0.5000,sine,7,0.1800,0.9400,9,47,1.9671,0.0377,1.9857,0.1518,6.4418,6.4442,3803.7824,5754.7659
6.0000,0.5000,sine,10,0.0800,0.7400,4,37,3.3117,0.2319,3.0657,0.4212,6.4602,6.4644,5034.7906,9366.9633
6.0000,0.5000,sine,12,0.0200,0.6000,1,30,4.2533,0.4587,3.6583,0.6273,6.4764,6.4817,5595.3093,11995.2604
6.0000,0.5000,sine,15,0.0200,0.4000,1,20,5.3479,0.9212,4.4391,0.9503,6.5062,6.5128,6421.2437,15567.5569
6.0000,0.5000,sine,18,0.0800,0.2800,4,14,5.9480,1.4554,5.1765,1.3243,6.5418,6.5489,7172.0665,18797.9512
6.0000,0.5000,sine,20,0.0600,0.2400,3,12,6.1750,1.8188,5.3770,1.5860,6.5682,6.5752,7639.6307,20872.7566
6.0000,0.7000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4285,6.4299,433.5866,1140.9148
6.0000,0.7000,step,3,0.6600,1.0000,33,50,0.4748,0.0000,0.7857,0.0000,7.1854,7.1670,6139.9021,3188.7561
6.0000,0.7000,step,5,0.0400,1.0000,2,50,2.9887,0.0000,2.3476,0.0000,7.2346,7.1974,26468.4107,5152.5992
6.0000,0.7000,step,7,0.0400,1.0000,2,50,21.0270,0.0000,7.9474,0.0000,7.1645,7.1440,45878.2195,7830.9788
6.0000,0.7000,step,10,0.0000,1.0000,0,50,39.6441,0.0000,17.2678,0.0000,7.1069,7.1346,53056.5343,14017.1100
6.0000,0.7000,step,12,0.0200,1.0000,1,50,37.1999,0.0000,18.6515,0.0000,7.1178,7.1519,50944.2927,18937.9541
6.0000,0.7000,step,15,0.0000,1.0000,0,50,37.8765,0.0000,14.1273,0.0000,7.0769,7.1291,36350.4920,27747.6991
6.0000,0.7000,step,18,0.0000,0.9000,0,45,30.7662,0.0586,15.2646,0.1762,7.0898,7.1416,27712.8781,37844.1458
6.0000,0.7000,step,20,0.0000,0.6600,0,33,23.6693,0.4080,12.5500,0.5974,7.0903,7.1304,24755.2623,46049.5885
6.0000,0.7000,sine,3,0.5200,1.0000,26,50,0.6437,0.0000,0.9206,0.0000,6.4291,6.4301,1215.8680,2092.6707
6.0000,0.7000,sine,5,0.3800,1.0000,19,50,1.3513,0.0000,1.7938,0.0000,6.4337,6.4352,1837.4681,3679.7849
6.0000,0.7000,sine,7,0.2400,0.9400,12,47,2.1647,0.0377,2.7066,0.1518,6.4417,6.4442,2384.1866,5754.7659
6.0000,0.7000,sine,10,0.1200,0.7400,6,37,3.3477,0.2319,3.9619,0.4212,6.4604,6.4644,3318.0980,9366.9633
6.0000,0.7000,sine,12,0.0600,0.6000,3,30,4.0800,0.4587,4.6171,0.6273,6.4769,6.4817,3808.0378,11995.2604
6.0000,0.7000,sine,15,0.0400,0.4000,2,20,5.1666,0.9212,5.1364,0.9503,6.5068,6.5128,4196.3930,15567.5569
6.0000,0.7000,sine,18,0.0600,0.2800,3,14,5.8943,1.4554,5.2871,1.3243,6.5422,6.5489,4585.5219,18797.9512
6.0000,0.7000,sine,20,0.0600,0.2400,3,12,5.9990,1.8188,5.3329,1.5860,6.5689,6.5752,4953.2245,20872.7566
